DATE,lat,lon
6/7/1951,38.27754,127.2851
6/7/1951,38.26608,127.12535
6/7/1951,38.25652,127.09131
6/7/1951,38.2687,127.29674
6/7/1951,38.2687,127.29674
6/7/1951,38.43134,127.32729
6/7/1951,38.42133,127.25879
6/7/1951,38.37729,127.32853
6/7/1951,38.27397,127.05656
6/7/1951,38.11262,126.20547
6/7/1951,38.35107,127.38636
6/7/1951,40.44359,128.88208
6/8/1951,38.28428,127.13631
6/8/1951,38.76497,127.34254
6/8/1951,38.36008,127.38615
6/8/1951,38.41712,126.99546
6/8/1951,38.27581,127.17082
6/8/1951,38.22281,127.24069
6/8/1951,38.20229,127.0813
6/8/1951,38.30587,127.37592
6/8/1951,38.29621,127.3304
6/8/1951,38.33091,127.23808
6/8/1951,38.32173,127.22686
6/8/1951,38.21481,127.30941
6/8/1951,38.33777,127.10062
6/8/1951,38.19853,127.43541
6/8/1951,38.22616,127.48051
6/8/1951,38.27686,127.23939
6/8/1951,38.2841,127.12488
6/8/1951,38.34076,127.29505
6/8/1951,38.36828,127.32874
6/8/1951,38.29572,127.2961
6/8/1951,38.31148,127.14705
6/8/1951,38.29621,127.3304
6/8/1951,38.26892,128.14263
6/8/1951,38.37635,128.04977
6/8/1951,38.50105,125.75216
6/8/1951,38.72496,125.40419
6/9/1951,38.40805,127.61414
6/9/1951,38.44475,127.67073
6/9/1951,38.29763,127.43328
6/9/1951,38.36724,128.03845
6/9/1951,38.28923,126.89608
6/9/1951,38.12326,127.9618
6/9/1951,38.25911,128.03987
6/9/1951,38.28785,127.37632
6/9/1951,38.26497,127.0568
6/9/1951,38.29701,127.38755
6/9/1951,38.29748,127.42185
6/9/1951,38.24825,127.13723
6/9/1951,38.0046,125.79042
6/9/1951,38.02447,125.71144
6/9/1951,38.34488,125.4831
6/9/1951,38.89947,125.23711
6/10/1951,38.33238,126.35718
6/10/1951,38.28694,128.14242
6/10/1951,38.25019,128.05142
6/10/1951,38.24971,127.99428
6/10/1951,38.30368,127.9821
6/10/1951,38.26456,127.67403
6/10/1951,38.4258,127.59089
6/10/1951,38.02447,125.71144
6/10/1951,38.51005,125.7525
6/10/1951,38.51005,125.7525
6/11/1951,38.38017,126.48136
6/11/1951,38.37436,127.134
6/11/1951,38.34751,127.14613
6/11/1951,38.35652,127.1459
6/11/1951,38.40792,127.60269
6/11/1951,38.37228,127.63772
6/11/1951,39.96485,127.45443
6/11/1951,39.90272,127.52601
6/12/1951,39.90272,127.52601
6/12/1951,38.43723,125.7841
6/12/1951,38.38017,126.48136
6/12/1951,38.25872,127.99416
6/12/1951,38.26783,128.00547
6/12/1951,38.1944,126.64762
6/12/1951,39.90272,127.52601
6/12/1951,39.90272,127.52601
6/12/1951,38.50078,125.76362
6/12/1951,38.50078,125.76362
6/13/1951,38.72496,125.40419
6/13/1951,38.72496,125.40419
6/13/1951,39.90272,127.52601
6/13/1951,39.90272,127.52601
6/13/1951,38.4121,125.70298
6/13/1951,38.26497,127.0568
6/13/1951,38.33446,126.90622
6/13/1951,38.48736,126.89033
6/13/1951,38.40265,126.69814
6/13/1951,39.90272,127.52601
6/13/1951,38.38017,126.48136
6/13/1951,38.38017,126.48136
6/14/1951,38.0918,126.47989
6/14/1951,38.28113,126.48479
6/14/1951,38.32047,126.64355
6/14/1951,38.26667,126.65672
6/14/1951,38.26764,127.98261
6/14/1951,38.30252,127.85632
6/14/1951,38.43723,125.7841
6/15/1951,39.90272,127.52601
6/15/1951,39.90272,127.52601
6/15/1951,38.3971,126.88151
6/15/1951,38.39068,127.03054
6/15/1951,38.42184,127.29314
6/15/1951,38.43952,127.26981
6/15/1951,38.50756,127.64664
6/15/1951,38.49881,127.66974
6/15/1951,39.81265,127.52794
6/16/1951,38.39229,127.82055
6/16/1951,38.32933,127.83301
6/16/1951,38.31108,127.81043
6/16/1951,38.31131,127.8333
6/16/1951,38.50769,127.65811
6/16/1951,38.50782,127.66958
6/16/1951,38.36314,127.62645
6/16/1951,38.39003,127.61449
6/16/1951,38.33542,127.56976
6/16/1951,38.37472,127.86663
6/16/1951,38.35478,127.68383
6/16/1951,38.46588,127.97983
6/16/1951,38.41679,127.59107
6/16/1951,38.40805,127.61414
6/16/1951,38.25872,127.99416
6/16/1951,38.27593,127.90246
6/16/1951,38.62358,127.55257
6/16/1951,38.40046,127.74026
6/16/1951,38.36287,127.60356
6/16/1951,38.40858,127.65994
6/17/1951,38.73827,125.62321
6/17/1951,38.73827,125.62321
6/17/1951,39.01412,125.77195
6/17/1951,39.01412,125.77195
6/17/1951,40.02442,127.94527
6/17/1951,40.02442,127.94527
6/17/1951,39.41014,125.78758
6/17/1951,39.41014,125.78758
6/17/1951,39.01412,125.77195
6/17/1951,39.01412,125.77195
6/17/1951,39.01246,125.84117
6/17/1951,39.01246,125.84117
6/17/1951,39.41014,125.78758
6/17/1951,39.41014,125.78758
6/17/1951,39.01412,125.77195
6/17/1951,39.01412,125.77195
6/17/1951,38.4013,127.82041
6/17/1951,38.36571,127.86677
6/17/1951,38.25863,127.98273
6/18/1951,39.43032,127.24556
6/18/1951,39.43032,127.24556
6/18/1951,39.18731,125.68614
6/18/1951,39.18731,125.68614
6/18/1951,38.363,127.615
6/18/1951,38.38047,127.56888
6/18/1951,39.43032,127.24556
6/18/1951,39.43032,127.24556
6/18/1951,39.18731,125.68614
6/18/1951,39.18731,125.68614
6/19/1951,38.69635,127.6086
6/19/1951,38.28566,127.98235
6/19/1951,38.29515,128.0394
6/19/1951,38.36837,128.18724
6/19/1951,38.46211,127.61311
6/19/1951,38.40778,127.59124
6/19/1951,38.5927,128.05841
6/19/1951,38.49994,127.77293
6/19/1951,38.39891,127.60287
6/19/1951,38.48967,127.65844
6/19/1951,38.3505,128.21033
6/19/1951,38.46264,127.65894
6/19/1951,38.42593,127.60235
6/19/1951,38.3505,128.21033
6/19/1951,40.02442,127.94527
6/19/1951,38.489,127.60113
6/20/1951,40.03549,128.20296
6/20/1951,40.03549,128.20296
6/20/1951,40.22907,126.17911
6/20/1951,40.22907,126.17911
6/20/1951,38.89947,125.23711
6/20/1951,38.89947,125.23711
6/20/1951,38.51734,127.71528
6/20/1951,40.03549,128.20296
6/21/1951,38.43085,127.29293
6/21/1951,38.38019,127.54598
6/21/1951,40.03549,128.20296
6/21/1951,38.49031,127.71576
6/21/1951,40.03549,128.20296
6/22/1951,38.4027,127.96926
6/22/1951,38.41759,127.65978
6/22/1951,38.30407,128.02784
6/22/1951,38.29525,128.05083
6/22/1951,38.41943,127.83157
6/22/1951,38.43077,128.09489
6/22/1951,38.49019,127.7043
6/22/1951,38.26692,127.9026
6/22/1951,38.48914,127.61259
6/22/1951,38.36724,128.03845
6/22/1951,38.38615,128.15269
6/22/1951,38.42904,126.25058
6/22/1951,38.03347,125.71178
6/22/1951,38.50105,125.75216
6/22/1951,38.49907,127.69267
6/22/1951,38.3997,127.67156
6/23/1951,38.22587,126.42958
6/23/1951,38.4121,125.70298
6/23/1951,38.52496,125.48927
6/23/1951,39.40759,125.89199
6/23/1951,39.31018,125.4241
6/23/1951,38.43801,127.88856
6/23/1951,38.38572,128.09545
6/23/1951,38.52496,125.48927
6/23/1951,39.40759,125.89199
6/23/1951,39.31018,125.4241
6/24/1951,39.83209,127.64438
6/24/1951,39.53275,125.54817
6/24/1951,38.64426,125.7921
6/24/1951,39.83209,127.64438
6/24/1951,39.53275,125.54817
6/24/1951,38.64426,125.7921
6/24/1951,38.41665,127.57962
6/24/1951,38.49881,127.66974
6/24/1951,38.49117,127.79601
6/24/1951,38.3505,128.21033
6/25/1951,38.43723,125.7841
6/25/1951,38.42904,126.25058
6/25/1951,38.43723,125.7841
6/25/1951,38.42904,126.25058
6/25/1951,38.37092,126.47023
6/25/1951,38.4121,125.70298
6/25/1951,38.33183,128.119
6/25/1951,38.47766,127.41793
6/25/1951,38.33183,128.119
6/25/1951,38.47766,127.41793
6/25/1951,38.42904,126.25058
6/26/1951,38.49746,125.51126
6/26/1951,39.2987,125.53966
6/26/1951,38.49746,125.51126
6/26/1951,39.2987,125.53966
6/26/1951,38.69635,127.6086
6/26/1951,38.51032,125.74105
6/26/1951,38.51032,125.74105
6/27/1951,38.3244,126.40323
6/27/1951,38.32183,126.71213
6/27/1951,38.36549,126.64209
6/27/1951,38.3244,126.40323
6/27/1951,38.32183,126.71213
6/27/1951,38.36549,126.64209
6/27/1951,40.02452,127.95699
6/27/1951,40.02452,127.95699
6/27/1951,38.57555,128.17343
6/27/1951,38.55261,127.6458
6/27/1951,38.47999,127.6013
6/28/1951,38.43723,125.7841
6/28/1951,38.43723,125.7841
6/28/1951,38.40605,127.45385
6/28/1951,38.05909,126.64056
6/28/1951,38.08942,126.81061
6/28/1951,38.37932,127.47731
6/28/1951,38.37856,127.42009
6/28/1951,38.25237,126.85144
6/28/1951,38.25258,126.86286
6/28/1951,38.24358,126.86312
6/28/1951,38.28002,126.88492
6/28/1951,38.30904,126.99844
6/28/1951,38.30426,126.73556
6/28/1951,38.25901,126.72553
6/28/1951,38.26667,126.65672
6/28/1951,38.21656,126.86391
6/28/1951,38.29823,126.89582
6/28/1951,38.42194,128.11791
6/28/1951,38.29467,127.98223
6/28/1951,38.00574,126.67644
6/28/1951,38.40409,128.14103
6/28/1951,38.47735,127.39501
6/28/1951,38.44702,127.88842
6/28/1951,38.40605,127.45385
6/28/1951,38.05909,126.64056
6/28/1951,38.08942,126.81061
6/28/1951,38.37932,127.47731
6/28/1951,38.37856,127.42009
6/28/1951,38.25237,126.85144
6/28/1951,38.25258,126.86286
6/28/1951,38.24358,126.86312
6/28/1951,38.28002,126.88492
6/28/1951,38.30904,126.99844
6/28/1951,38.30426,126.73556
6/28/1951,38.25901,126.72553
6/28/1951,38.26667,126.65672
6/28/1951,38.21656,126.86391
6/28/1951,38.29823,126.89582
6/28/1951,38.42194,128.11791
6/28/1951,38.29467,127.98223
6/28/1951,38.00574,126.67644
6/28/1951,38.40409,128.14103
6/28/1951,38.47735,127.39501
6/28/1951,38.30338,127.9478
6/28/1951,38.44702,127.88842
6/29/1951,40.02463,127.96871
6/29/1951,38.41049,126.22838
6/29/1951,39.83209,127.64438
6/29/1951,38.39611,127.38535
6/29/1951,38.17009,127.33328
6/29/1951,38.63766,128.04633
6/29/1951,39.15357,126.03745
6/29/1951,38.63688,127.95443
6/29/1951,38.27655,127.97105
6/29/1951,38.46328,127.71624
6/29/1951,38.38742,127.40845
6/29/1951,38.49881,127.66974
6/29/1951,38.64453,125.78062
6/29/1951,39.83209,127.64438
6/29/1951,39.15357,126.03745
6/29/1951,38.64453,125.78062
6/30/1951,39.43032,127.24556
6/30/1951,38.89947,125.23711
6/30/1951,39.43032,127.24556
6/30/1951,39.01246,125.84117
6/30/1951,38.89947,125.23711
6/30/1951,39.01246,125.84117
6/30/1951,38.41049,126.22838
6/30/1951,38.38155,127.66044
6/30/1951,39.83181,127.62102
6/30/1951,38.38155,127.66044
6/30/1951,39.83181,127.62102
7/1/1951,38.15483,126.47772
7/1/1951,38.15483,126.47772
7/1/1951,38.42904,126.25058
7/1/1951,39.18731,125.68614
7/1/1951,38.42904,126.25058
7/1/1951,39.18731,125.68614
7/1/1951,38.815,125.40722
7/1/1951,38.63766,128.04633
7/1/1951,38.52584,127.66924
7/1/1951,38.80193,126.84654
7/1/1951,38.44019,127.31563
7/2/1951,39.40759,125.89199
7/2/1951,38.43723,125.7841
7/2/1951,39.82281,127.6212
7/2/1951,39.40759,125.89199
7/2/1951,38.43723,125.7841
7/2/1951,39.82281,127.6212
7/3/1951,39.01412,125.77195
7/3/1951,38.64426,125.7921
7/3/1951,39.01412,125.77195
7/3/1951,39.01412,125.77195
7/3/1951,38.26812,128.03975
7/3/1951,38.64426,125.7921
7/3/1951,39.01412,125.77195
7/3/1951,38.38017,126.48136
7/3/1951,38.38017,126.48136
7/3/1951,38.38017,126.48136
7/3/1951,38.38892,126.46961
7/3/1951,38.38892,126.46961
7/3/1951,38.38892,126.46961
7/3/1951,38.38892,126.46961
7/3/1951,38.38892,126.46961
7/3/1951,38.38892,126.46961
7/3/1951,38.38892,126.46961
7/3/1951,38.38892,126.46961
7/3/1951,38.38017,126.48136
7/3/1951,38.38017,126.48136
7/3/1951,38.36724,128.03845
7/3/1951,38.36724,128.03845
7/4/1951,38.0242,125.72282
7/4/1951,37.92263,125.42332
7/4/1951,38.0242,125.72282
7/4/1951,37.92263,125.42332
7/4/1951,39.83209,127.64438
7/4/1951,39.83209,127.64438
7/4/1951,38.41022,126.21694
7/4/1951,38.48886,127.58966
7/4/1951,38.33156,128.08468
7/4/1951,38.48886,127.58966
7/5/1951,39.83195,127.6327
7/5/1951,39.83195,127.6327
7/5/1951,38.2458,126.98875
7/5/1951,38.40354,126.74391
7/5/1951,38.43801,127.88856
7/5/1951,38.23498,126.88622
7/5/1951,38.60171,128.05829
7/5/1951,38.61982,128.06954
7/5/1951,38.46251,127.64749
7/5/1951,38.7379,128.19458
7/5/1951,38.7379,128.19458
7/5/1951,38.46251,127.64749
7/6/1951,39.43032,127.24556
7/6/1951,39.43032,127.24556
7/6/1951,38.38206,127.05367
7/6/1951,38.38033,127.55743
7/7/1951,38.39562,126.80141
7/7/1951,38.39562,126.80141
7/7/1951,40.02463,127.96871
7/7/1951,38.2403,127.94871
7/7/1951,38.4617,127.57873
7/7/1951,38.45269,127.57891
7/7/1951,38.4735,127.83069
7/7/1951,38.29761,126.86154
7/7/1951,38.2884,126.85038
7/7/1951,38.22759,126.97783
7/7/1951,38.39056,127.66028
7/7/1951,38.2974,126.85011
7/7/1951,38.2403,127.94871
7/7/1951,38.4617,127.57873
7/7/1951,38.45269,127.57891
7/7/1951,38.4735,127.83069
7/7/1951,38.29761,126.86154
7/7/1951,38.2884,126.85038
7/7/1951,38.22759,126.97783
7/7/1951,38.39056,127.66028
7/7/1951,38.2974,126.85011
7/8/1951,39.11472,127.9821
7/8/1951,39.41542,125.93877
7/8/1951,40.1717,128.37754
7/8/1951,39.11472,127.9821
7/8/1951,39.19631,125.68648
7/8/1951,39.41542,125.93877
7/8/1951,40.1717,128.37754
7/8/1951,39.19631,125.68648
7/8/1951,38.28642,128.07382
7/8/1951,38.30416,128.03928
7/8/1951,38.3311,128.02748
7/8/1951,38.29944,126.9644
7/8/1951,38.30865,126.97558
7/9/1951,39.53249,125.55979
7/9/1951,39.53249,125.55979
7/9/1951,38.815,125.40722
7/9/1951,38.815,125.40722
7/9/1951,38.815,125.40722
7/9/1951,38.815,125.40722
7/9/1951,38.815,125.40722
7/9/1951,38.815,125.40722
7/9/1951,38.41811,127.70559
7/9/1951,38.25421,126.95423
7/9/1951,38.28556,127.97092
7/9/1951,38.30023,127.01012
7/9/1951,38.46238,127.63603
7/9/1951,39.83209,127.64438
7/10/1951,38.69621,127.5971
7/10/1951,38.41594,127.52236
7/10/1951,38.37146,127.56905
7/10/1951,38.16314,126.89972
7/10/1951,38.18095,126.88779
7/10/1951,38.30368,127.9821
7/10/1951,38.28566,127.98235
7/10/1951,38.29884,126.93011
7/10/1951,38.27142,126.90803
7/10/1951,38.28566,127.98235
7/10/1951,38.28651,128.08525
7/10/1951,38.41824,127.71704
7/10/1951,38.30023,127.01012
7/10/1951,38.34922,128.03868
7/10/1951,38.29944,126.9644
7/10/1951,38.16334,126.91112
7/10/1951,38.23956,127.86873
7/10/1951,38.28882,126.87323
7/10/1951,38.18095,126.88779
7/10/1951,38.28566,127.98235
7/10/1951,38.41594,127.52236
7/10/1951,38.37146,127.56905
7/10/1951,38.16314,126.89972
7/10/1951,38.29884,126.93011
7/10/1951,38.27142,126.90803
7/10/1951,38.28566,127.98235
7/10/1951,38.28651,128.08525
7/10/1951,38.30368,127.9821
7/10/1951,38.41824,127.71704
7/10/1951,38.34922,128.03868
7/10/1951,38.29944,126.9644
7/10/1951,38.16334,126.91112
7/10/1951,38.30023,127.01012
7/10/1951,39.43032,127.24556
7/10/1951,38.23956,127.86873
7/10/1951,38.28882,126.87323
7/10/1951,40.03549,128.20296
7/11/1951,38.75942,127.60737
7/11/1951,38.75942,127.60737
7/11/1951,39.82281,127.6212
7/11/1951,38.69008,125.75939
7/12/1951,38.73373,125.41599
7/12/1951,38.4031,125.70264
7/12/1951,38.32801,127.70719
7/12/1951,38.33714,127.71847
7/12/1951,38.35453,127.66094
7/12/1951,38.3634,127.64933
7/12/1951,38.19977,126.93292
7/12/1951,38.31269,127.98198
7/12/1951,38.34002,128.01592
7/12/1951,38.34347,126.90596
7/12/1951,38.19957,126.92151
7/12/1951,38.32723,127.63856
7/12/1951,38.34538,127.64967
7/12/1951,38.41977,127.86593
7/12/1951,38.35775,127.98135
7/12/1951,38.20837,126.90984
7/12/1951,38.26764,127.98261
7/12/1951,38.32801,127.70719
7/12/1951,38.33714,127.71847
7/12/1951,38.35453,127.66094
7/12/1951,38.3634,127.64933
7/12/1951,38.19977,126.93292
7/12/1951,38.31269,127.98198
7/12/1951,38.34002,128.01592
7/12/1951,38.34347,126.90596
7/12/1951,38.19957,126.92151
7/12/1951,38.29925,126.95297
7/12/1951,38.32723,127.63856
7/12/1951,38.34538,127.64967
7/12/1951,38.41977,127.86593
7/12/1951,38.35775,127.98135
7/12/1951,38.20837,126.90984
7/12/1951,38.24952,127.97143
7/12/1951,38.26764,127.98261
7/13/1951,38.50051,125.77507
7/13/1951,38.37992,126.46992
7/13/1951,38.19056,126.92176
7/13/1951,38.22598,126.88649
7/13/1951,38.47071,127.57856
7/13/1951,38.25258,126.86286
7/13/1951,38.29552,128.08514
7/13/1951,38.3494,128.06157
7/13/1951,38.73827,125.62321
7/13/1951,39.43032,127.24556
7/13/1951,38.30359,126.70127
7/13/1951,38.19056,126.92176
7/13/1951,38.22598,126.88649
7/13/1951,38.47071,127.57856
7/13/1951,38.29552,128.08514
7/13/1951,38.3494,128.06157
7/13/1951,38.25258,126.86286
7/13/1951,39.41542,125.93877
7/13/1951,39.31465,125.63301
7/13/1951,38.73827,125.62321
7/13/1951,38.30359,126.70127
7/13/1951,39.41542,125.93877
7/13/1951,39.31465,125.63301
7/14/1951,38.75942,127.60737
7/14/1951,38.50078,125.76362
7/14/1951,38.30359,126.70127
7/14/1951,38.28063,126.9192
7/14/1951,38.28123,126.95348
7/14/1951,38.25947,128.08559
7/14/1951,38.35775,127.98135
7/14/1951,38.23478,126.87481
7/14/1951,38.41019,127.80881
7/14/1951,38.2446,126.92022
7/14/1951,38.3494,128.06157
7/14/1951,38.50078,125.76362
7/15/1951,38.39003,127.61449
7/15/1951,38.48967,127.65844
7/15/1951,38.3997,127.67156
7/15/1951,38.15433,126.91138
7/15/1951,38.15454,126.92279
7/15/1951,38.29552,128.08514
7/15/1951,38.39043,127.64883
7/15/1951,38.34525,127.63823
7/15/1951,38.24676,127.04586
7/15/1951,38.44147,127.40726
7/15/1951,38.26322,126.95398
7/15/1951,38.43151,127.33874
7/15/1951,38.09027,127.42631
7/15/1951,38.34039,128.06169
7/15/1951,38.49894,127.68121
7/15/1951,38.15433,126.91138
7/15/1951,38.15454,126.92279
7/15/1951,38.39043,127.64883
7/15/1951,38.48967,127.65844
7/15/1951,38.3997,127.67156
7/15/1951,38.29552,128.08514
7/15/1951,38.34039,128.06169
7/15/1951,38.24676,127.04586
7/15/1951,38.44147,127.40726
7/15/1951,38.26322,126.95398
7/15/1951,38.43151,127.33874
7/15/1951,38.09027,127.42631
7/15/1951,38.49894,127.68121
7/16/1951,38.37092,126.47023
7/16/1951,38.3495,128.07301
7/16/1951,38.48914,127.61259
7/16/1951,38.40984,127.77445
7/16/1951,38.25938,128.07416
7/16/1951,38.02261,125.38105
7/16/1951,38.93099,127.63863
7/16/1951,38.43522,127.62508
7/16/1951,38.3495,128.07301
7/16/1951,38.48914,127.61259
7/16/1951,38.40984,127.77445
7/16/1951,39.33897,126.25006
7/16/1951,39.69585,125.89233
7/16/1951,38.25938,128.07416
7/16/1951,38.02261,125.38105
7/16/1951,38.93099,127.63863
7/16/1951,38.43522,127.62508
7/16/1951,39.33897,126.25006
7/16/1951,39.69585,125.89233
7/17/1951,39.43032,127.24556
7/17/1951,39.43032,127.24556
7/17/1951,39.43032,127.24556
7/17/1951,39.43032,127.24556
7/17/1951,39.43032,127.24556
7/17/1951,39.43032,127.24556
7/17/1951,39.43032,127.24556
7/17/1951,39.43032,127.24556
7/17/1951,38.27655,127.97105
7/17/1951,38.28556,127.97092
7/17/1951,38.25938,128.07416
7/17/1951,38.17153,126.86523
7/17/1951,38.12731,126.91215
7/17/1951,38.1181,126.90101
7/17/1951,38.46902,126.04278
7/17/1951,38.27655,127.97105
7/17/1951,38.28556,127.97092
7/17/1951,38.41049,126.22838
7/17/1951,39.32312,125.65653
7/17/1951,38.25938,128.07416
7/17/1951,38.17153,126.86523
7/17/1951,38.12731,126.91215
7/17/1951,38.1181,126.90101
7/17/1951,38.46902,126.04278
7/17/1951,38.41049,126.22838
7/17/1951,39.32312,125.65653
7/18/1951,39.41195,127.22279
7/18/1951,39.41195,127.22279
7/18/1951,39.41195,127.22279
7/18/1951,39.41195,127.22279
7/18/1951,39.41195,127.22279
7/18/1951,39.41195,127.22279
7/18/1951,39.41195,127.22279
7/18/1951,38.39056,127.66028
7/18/1951,38.38934,127.55725
7/18/1951,38.56663,127.33563
7/18/1951,38.63886,127.34545
7/18/1951,38.39863,127.57997
7/18/1951,38.29905,126.94154
7/18/1951,38.35652,127.1459
7/18/1951,38.49583,127.429
7/18/1951,38.50105,125.75216
7/18/1951,38.39056,127.66028
7/18/1951,38.38934,127.55725
7/18/1951,38.56663,127.33563
7/18/1951,38.39863,127.57997
7/18/1951,38.29905,126.94154
7/18/1951,38.49583,127.429
7/18/1951,38.35652,127.1459
7/18/1951,38.50105,125.75216
7/18/1951,39.59447,125.60865
7/18/1951,39.59447,125.60865
7/19/1951,39.43032,127.24556
7/19/1951,38.39056,127.66028
7/19/1951,38.39056,127.66028
7/19/1951,38.2775,128.08536
7/19/1951,38.25911,128.03987
7/19/1951,38.28651,128.08525
7/19/1951,39.83181,127.62102
7/19/1951,38.38075,127.59177
7/19/1951,38.41772,127.67123
7/19/1951,39.43032,127.24556
7/19/1951,38.39056,127.66028
7/19/1951,38.39056,127.66028
7/19/1951,38.2775,128.08536
7/19/1951,38.25911,128.03987
7/19/1951,38.28651,128.08525
7/19/1951,38.38075,127.59177
7/19/1951,39.83181,127.62102
7/19/1951,38.41772,127.67123
7/19/1951,39.43032,127.24556
7/19/1951,38.72496,125.40419
7/19/1951,38.72496,125.40419
7/20/1951,38.40805,127.61414
7/20/1951,38.41706,127.61397
7/20/1951,38.24619,127.01159
7/20/1951,38.45964,127.41832
7/20/1951,38.47766,127.41793
7/20/1951,38.49583,127.429
7/20/1951,38.27655,127.97105
7/20/1951,38.25947,128.08559
7/20/1951,38.38142,127.649
7/20/1951,38.38615,128.15269
7/20/1951,38.44475,127.67073
7/20/1951,38.93099,127.63863
7/20/1951,38.27713,128.03964
7/20/1951,38.50024,125.78652
7/20/1951,38.28556,127.97092
7/20/1951,39.43032,127.24556
7/20/1951,38.49583,127.429
7/20/1951,38.40805,127.61414
7/20/1951,38.41706,127.61397
7/20/1951,38.24619,127.01159
7/20/1951,38.45964,127.41832
7/20/1951,38.47766,127.41793
7/20/1951,38.27655,127.97105
7/20/1951,38.44475,127.67073
7/20/1951,38.25947,128.08559
7/20/1951,38.38142,127.649
7/20/1951,38.38615,128.15269
7/20/1951,38.93099,127.63863
7/20/1951,38.27713,128.03964
7/20/1951,38.50024,125.78652
7/20/1951,38.28556,127.97092
7/20/1951,39.43032,127.24556
7/21/1951,39.43032,127.24556
7/21/1951,38.25938,128.07416
7/21/1951,38.25037,128.07427
7/21/1951,38.37241,127.64916
7/21/1951,38.2407,127.99441
